source,target,weight
close cabinet,put down washing up liquid,2
clean sink,put down washing up liquid,1
pick up bottle,wash glass,6
put down cloth,wash glass,9
pick up paper,wash glass,2
open cabinet,wash glass,6
close cabinet,wash glass,4
close bottle,wash glass,4
pick up cloth,wash glass,12
rinse cloth,wash glass,6
put down cloth,put glass,2
open cabinet,put glass,6
close cabinet,put glass,4
pick up cloth,put glass,2
put glass,rinse cloth,4
move tap,put glass,2
close bottle,open cabinet,4
close bottle,close cabinet,3
close bottle,rinse cloth,7
clean sink,close bottle,1
pick up colander,pick up paper,7
pick up colander,put down jar,1
put down colander,put down jar,2
lather glass,put down jar,1
lather glass,pick up colander,3
lather plate,pick up cutlery,4
pick up cutlery,put down pan,18
pick up cutlery,rinse pan,3
pick up cutlery,rinse lid,7
pick up cutlery,rinse bowl,8
pick up spatula,rinse lid,4
move tap,put down spatula,2
put down spatula,rinse lid,5
move tap,rinse pan,8
rinse lid,rinse pan,9
pick up spatula,rinse glass,4
put down spatula,rinse glass,4
clean counter top,put down fork,7
clean counter top,put down knife,8
pick up bowl,take fork,11
close bag,rinse bowl,3
close bag,rinse glass,3
close bag,lather glass,1
move pan,pick up glass,31
put down lid,wash fork,14
put down teaspoon,wash fork,1
close bag,put down teaspoon,2
pick up cloth,put down teaspoon,6
pick up salt,put down teaspoon,3
pour salt,put down teaspoon,2
cut tomato,put down teaspoon,4
cut tomato,put down spoon,12
close bag,put down fork,7
pick up salt,put down cutting board,2
cut tomato,pick up salt,8
pour salt,put down lid,12
pick up cutting board,pour salt,2
pour salt,put down cutting board,2
pick up bowl,pour salt,2
cut tomato,put down lid,4
cut tomato,pick up cutting board,14
cut tomato,put down cutting board,14
cut tomato,pick up bowl,4
pick up oil,put down glass,11
put down glass,put down oil,9
pick up jar,wash spoon,4
put down jar,wash spoon,4
adjust hob,pick up oil,5
pick up oil,put down cloth,8
pick up cutting board,pick up oil,3
put down oil,put down oil,2
put down cloth,put down oil,7
pick up cutting board,put down oil,3
pick up oil,put down cutting board,2
pick up oil,put down bowl,1
pick up bowl,put down oil,1
lather glass,pick up pan,4
pick up pan,put down cutlery,13
pick up pan,rinse glass,21
pick up lid,rinse bowl,5
lather knife,pick up lid,7
pick up oil,put down spoon,15
open lid,put down pan,7
close lid,put down pan,3
lather glass,put down pan,3
put down cutlery,put down pan,9
open container,pick up salt,2
open container,pour salt,2
open container,pick up oil,1
close container,pick up salt,2
close container,pour salt,2
close container,pick up oil,1
rinse sponge,turn on hob,16
lather glass,turn on hob,1
rinse bowl,turn on hob,5
take fork,turn on hob,18
lather fork,turn on hob,2
lather knife,turn on hob,5
put down cutting board,turn on hob,3
put down cutlery,turn on hob,3
rinse glass,turn on hob,4
rinse lid,turn on hob,14
rinse spoon,turn on hob,11
open lid,pick up spatula,4
close lid,pick up sponge,4
adjust hob,rinse sponge,8
adjust hob,rinse spoon,2
adjust hob,rinse lid,2
move pan,put down fork,25
pick up bag,put down fork,16
put down bag,put down fork,5
move pan,pick up plates,3
adjust hob,pick up plates,2
pick up bag,pick up plates,3
pick up plates,put down bag,1
adjust hob,pick up bag,3
put down oil,rinse cloth,1
clean counter top,put down oil,5
pick up paper,put down oil,2
pick up spatula,put down oil,2
pick up bag,rinse cloth,11
clean counter top,pick up bag,9
clean counter top,put down bag,8
pick up paper,pick up spatula,2
pick up paper,put down spatula,2
pick up spoon,put down container,63
clean counter top,pick up spoon,4
lather plate,pick up spoon,3
pour water,put down spoon,14
pour salt,rinse hands,5
adjust tap,rinse pan,4
adjust tap,put down pan,17
adjust tap,rinse lid,2
lather plate,pick up lid,21
lather plate,pick up container,20
pick up container,pick up pan,40
pick up container,put down pan,57
pick up container,pour water,8
pick up cutlery,put down container,19
pour water,put down container,12
pick up cheese,pick up glass,5
pick up cheese,put down glass,5
pick up tea towel,put down glass,1
close container,pick up plate,35
pick up spatula,pour salt,6
pick up teaspoon,put down plate,7
pick up cheese,pick up container,2
pick up cheese,put down container,3
open container,pick up cheese,4
close container,pick up cutlery,4
pick up cutlery,pick up teaspoon,4
pick up cutlery,take fork,3
close container,move pan,2
move pan,put down container,20
close container,pick up cheese,3
pick up pot,pick up teaspoon,5
pick up cup,pick up teaspoon,5
open lid,put down cutlery,1
open lid,take fork,13
pick up tea towel,put down pot,1
put down bag,rinse hands,7
pick up container,pick up teaspoon,12
pick up container,put down teaspoon,14
pick up container,rinse lid,21
pick up container,rinse cup,8
pick up container,rinse pan,12
pick up container,take fork,13
pick up container,put down fork,22
lather fork,pick up container,14
put down lid,rinse cup,2
lather plate,pick up teaspoon,2
pick up teaspoon,rinse plate,5
pick up teaspoon,rinse lid,2
pick up teaspoon,rinse cup,10
lather plate,put down teaspoon,3
put down teaspoon,rinse plate,5
pick up cup,put down teaspoon,2
put down teaspoon,rinse cup,7
pick up plate,rinse cup,9
lather plate,pick up cup,9
lather plate,rinse cup,5
lather plate,put down cup,10
rinse cup,rinse lid,1
clean counter top,rinse hands,6
put down cutlery,rinse pan,2
open fridge,wash sink,3
pick up bag,put down container,15
pick up teaspoon,put down container,11
put down container,put down teaspoon,11
pick up cup,put down container,33
put down container,rinse bowl,4
lather fork,put down container,3
put down container,rinse lid,21
close container,pick up bag,7
put down bag,take fork,4
clean counter top,take fork,2
close bag,take fork,5
pick up sponge,put down bag,3
put down bag,put down sponge,3
move tap,put down bag,5
clean counter top,pick up spatula,3
clean counter top,put down spatula,3
move pan,pick up teaspoon,1
move pan,put down teaspoon,1
pick up teaspoon,put down cutting board,2
lather glass,pick up bag,2
lather knife,pick up bag,4
pick up bag,take fork,9
lather fork,pick up bag,8
lather plate,pick up bag,9
pick up bag,rinse pan,5
adjust tap,pick up bag,6
pick up bag,rinse lid,4
pick up bag,rinse bowl,3
pick up bag,rinse cup,2
pick up bag,put down cutlery,11
pick up bag,wash sink,9
lather glass,lather knife,2
pick up teaspoon,put down fork,8
put down fork,rinse cup,1
close bag,lather fork,1
adjust tap,close bag,1
lather fork,put down bag,3
pick up plate,put down bag,5
adjust tap,put down bag,1
put down bag,rinse glass,2
pick up cutlery,put down bag,2
put down bag,put down cutlery,5
lather fork,rinse pan,17
lather fork,put down plate,34
pick up cutting board,rinse pan,2
rinse bowl,rinse cup,1
pick up cup,put down cutlery,1
pick up cutlery,rinse cup,1
put down cutlery,rinse cup,1
put down cup,put down cutlery,5
pick up cup,take fork,4
pick up paper,take fork,40
lather glass,pick up spatula,1
lather glass,put down spatula,1
clean counter top,pick up pan,6
pick up pan,put down bottle,19
put down container,put down cutlery,11
put down cutlery,rinse lid,5
put down cloth,rinse lid,3
pick up cutting board,rinse lid,2
pour water,put down pan,8
clean counter top,put down pan,3
cut onion,turn on hob,3
close bag,pick up oil,2
close bag,put down oil,2
cut onion,put down oil,3
adjust hob,close bag,2
close bag,pick up onion,10
close bag,cut onion,6
cut onion,turn on tap,7
cut onion,turn off tap,5
pour water,put down cutlery,4
pick up salt,put down cutlery,4
close lid,put down cutlery,1
pick up spatula,pour water,3
pour water,put down spatula,3
close lid,put down cup,1
pick up jar,put down spatula,1
put down jar,put down spatula,1
close lid,pick up jar,2
close lid,pick up salt,4
close lid,put down jar,1
pour water,shake hands,3
put down saucepan,shake hands,2
pick up cloth,put down saucepan,11
put down cloth,put down saucepan,12
clean counter top,pour water,2
put down saucepan,rinse cloth,3
put down saucepan,take fork,8
adjust tap,put down saucepan,3
pick up glass,put down saucepan,15
pick up bottle,put down saucepan,5
pick up spatula,put down bottle,1
open cabinet,put down teaspoon,8
open cabinet,pick up jar,9
open cabinet,rinse lid,3
open cabinet,pick up cutting board,8
pick up container,put lid,1
open lid,put down teaspoon,11
close container,rinse lid,4
close container,put lid,1
open lid,pick up jar,4
pick up teaspoon,pour water,5
close tap,pick up teaspoon,19
open lid,pick up teaspoon,7
pour water,rinse lid,4
lather glass,open lid,1
lather glass,rinse lid,1
open lid,rinse lid,4
put down glass,put lid,1
close cabinet,pick up bowl,6
close cabinet,put down bowl,6
close cabinet,pick up cutting board,3
pick up cutting board,put down jar,1
close cabinet,put down cutting board,4
put down cutting board,put down jar,1
pick up jar,put plate,1
pick up container,put plate,1
pick up jar,put knife,1
pick up container,put knife,2
close bin,put lid,1
close bin,open cabinet,2
close bin,close cabinet,2
put lid,shake hands,1
pick up cup,put lid,2
pick up jar,take plate,3
pick up jar,take cloth,2
pick up jar,rinse cup,4
lather plate,pick up jar,1
pick up fork,pick up jar,2
clean sink,pick up jar,2
lather knife,pick up jar,2
pick up jar,rinse knife,3
lather plate,put down cloth,1
lather plate,put down glass,1
pick up plates,pick up teaspoon,3
close cabinet,rinse cup,4
close cabinet,lather plate,1
close cabinet,pick up fork,5
pick up plates,rinse cup,4
pick up cloth,take plate,1
clean sink,put down plate,4
put down jar,rinse cloth,1
put down jar,put down sponge,1
lather knife,rinse cloth,1
pick up lid,take plate,5
put down lid,take plate,7
pick up container,take plate,1
close container,take plate,1
lather knife,pour water,5
pour water,put down knife,12
pick up colander,pour water,1
pick up plate,pour water,5
lather plate,pour water,1
pour water,put down bowl,3
pour water,put down colander,2
pour water,rinse knife,8
pour water,rinse plate,10
pour water,take cloth,32
pick up chopping board,pour water,1
pour water,rinse pot,2
pour water,rinse pan,3
lather fork,pick up colander,3
lather plate,pick up colander,7
pick up colander,put down plate,24
lather plate,pick up bowl,3
close bottle,put down colander,3
close bottle,put down fork,3
close bottle,put down cutlery,3
close bottle,rinse lid,1
close bottle,take cloth,2
close bottle,take saucepan,1
close bottle,pick up chopping board,1
close bottle,rinse pot,2
close bottle,rinse pan,2
close bottle,pick up teaspoon,1
close bottle,put down teaspoon,2
lather knife,put down bottle,11
pick up chopping board,put down bottle,4
put down bottle,rinse pot,2
put down bottle,rinse pan,6
put down bottle,put knife,2
pick up teaspoon,put down bottle,8
put down bottle,put down teaspoon,8
put down colander,put down cutlery,1
lather knife,take plate,2
lather knife,rinse lid,3
lather knife,take cloth,2
lather knife,take saucepan,1
rinse knife,take saucepan,4
put down cutlery,take plate,2
put down cutlery,take cloth,2
put down cutlery,take saucepan,1
rinse lid,take plate,3
rinse hands,take plate,5
shake hands,take plate,5
rinse plate,take cloth,4
rinse lid,take cloth,2
pick up chopping board,rinse pot,4
pick up cloth,put knife,4
close cabinet,lather knife,1
lather glass,rinse cup,4
move tap,rinse cup,2
rinse cloth,rinse lid,2
clean sink,rinse lid,4
open cabinet,rinse spoon,2
pick up colander,pick up cutlery,2
put down colander,put down colander,11
pick up pot,put down colander,23
pick up cutlery,put down colander,3
shake hands,take spoon,1
pick up onion,take spoon,2
cut onion,put down spoon,11
cut onion,pick up bag,4
pick up onion,put down bag,1
pick up container,put spoon,4
pick up container,take spoon,1
pick up container,stir pan,1
open door,pick up cloth,17
pick up cloth,stir pan,1
pick up bowl,put knife,2
pick up salt,put knife,1
pick up bowl,put spoon,1
put down container,stir pan,1
pick up colander,put down container,41
put down container,put spoon,3
pick up oil,put down container,3
put down container,put down oil,3
open door,put down cloth,9
put down cloth,stir pan,1
close door,take fork,21
close cabinet,stir pan,2
close cabinet,put down spoon,11
close cabinet,put down bag,1
close cabinet,put spoon,3
close cabinet,pick up oil,1
close cabinet,put down oil,1
close cabinet,pick up salt,2
close cabinet,open bag,3
put down bag,put down teaspoon,1
pick up colander,put down teaspoon,5
put down pan,put down teaspoon,6
put down teaspoon,put spoon,3
pick up oil,put down teaspoon,1
put down oil,put down teaspoon,1
put down salt,put down teaspoon,1
pick up cutlery,put down teaspoon,5
open cabinet,put down spoon,12
pick up colander,put down bag,1
open tap,pick up oil,5
open tap,put down oil,7
pick up oil,put spoon,1
put down oil,put spoon,1
put spoon,shake hands,1
pick up oil,put down plate,8
pick up bottle,put down oil,2
put down bottle,put down oil,3
move pan,open cabinet,2
close cabinet,move pan,2
open tap,wash sink,3
open freezer,open tap,4
move pan,rinse pan,3
close container,rinse plate,15
close container,lather plate,10
close container,pick up fork,2
close container,put down fork,1
close container,lather knife,2
lather plate,open fridge,3
lather fork,open fridge,6
lather knife,open fridge,8
close fridge,lather plate,2
close fridge,lather fork,3
lather fork,pick up cutlery,4
pick up sponge,take bottle,2
pick up sponge,take glass,11
put down spoon,put glass,4
put glass,take bottle,16
pick up glass,take bottle,3
lather knife,put glass,3
lather fork,move pan,3
move pan,rinse glass,14
pick up cutlery,take spoon,1
put down spoon,put spoon,7
pick up chopping board,pick up cloth,3
pick up chopping board,put down cloth,3
pick up bottle,pick up chopping board,3
open cabinet,pick up chopping board,3
pick up chopping board,put down colander,2
close cabinet,pick up chopping board,2
pick up chopping board,put down fork,4
pick up chopping board,pick up cutting board,1
pick up chopping board,put down cutting board,2
pick up chopping board,take spoon,1
pick up chopping board,rinse cloth,1
pick up chopping board,wash sink,1
clean sink,pick up chopping board,8
pick up bottle,pick up colander,4
pick up bottle,put down colander,5
pick up colander,put down bottle,2
pick up pan,put down colander,6
close cabinet,put down chopping board,2
put down chopping board,put down fork,4
put down chopping board,put down cloth,2
pick up cutting board,put down chopping board,1
put down chopping board,put down cutting board,2
open cabinet,put down chopping board,1
pick up cloth,put down chopping board,1
put down chopping board,take spoon,1
put down chopping board,rinse cloth,1
put down chopping board,wash sink,1
clean sink,put down chopping board,8
open cabinet,pick up fork,1
pick up pan,take bowl,1
pour water,take bowl,40
close bottle,take bowl,5
pour water,wash bowl,6
open bottle,wash bowl,3
close bottle,wash bowl,3
pick up pan,put bowl,2
put bowl,put down pan,2
put bowl,put down bottle,3
open freezer,pour water,8
put bowl,take pan,28
cut onion,take pan,14
put plate,take pan,58
take bottle,take pan,30
close door,put bowl,29
put bowl,take plate,154
open door,put bowl,14
put bowl,take bottle,56
put bowl,take spoon,65
close door,put plate,49
close door,put knife,13
close door,take bowl,28
put plate,take plate,226
cut onion,take plate,3
put knife,take plate,40
cut onion,put plate,3
put plate,take knife,63
open door,put plate,45
put plate,take bowl,123
put plate,take bottle,72
put plate,take spoon,107
open door,put knife,19
open door,take bowl,13
take bottle,take bottle,29
put spoon,take pan,42
close bottle,take pan,7
put spoon,take bottle,66
open bottle,put spoon,11
open door,put spoon,50
put spoon,take plate,79
close door,put spoon,34
put spoon,take bowl,41
close bottle,take spoon,22
put knife,take bottle,5
take bottle,take bowl,50
open bottle,put knife,2
put plate,wash hands,19
put spoon,wash hands,7
put knife,take glass,20
take bowl,take glass,55
put bowl,take glass,70
put plate,take glass,77
put spoon,take glass,21
move pan,take glass,3
put bowl,take cloth,60
put bowl,wash pan,11
put glass,take plate,47
pour water,take knife,30
pour water,take spoon,17
open door,pour water,10
close door,pour water,8
put glass,take cloth,22
put glass,take bowl,32
put glass,take knife,20
put glass,wash hands,2
open door,put glass,7
close door,put glass,8
put glass,take pan,7
open bag,put glass,2
put plate,take cloth,29
put knife,take cloth,13
put knife,wash hands,6
open door,take cloth,4
close door,take cloth,2
take cloth,wash plate,3
move pan,put glass,1
close bag,put glass,1
cut onion,put glass,2
move pan,take bottle,6
move pan,take spoon,8
move pan,take plate,7
close bag,take spoon,3
close bag,take bowl,1
close bag,wash spoon,1
close bag,wash plate,1
take cloth,wash spoon,2
cut onion,pour water,1
clean sink,open door,7
clean sink,close door,6
open door,pick up plate,54
open door,pick up teaspoon,11
close door,put down teaspoon,4
pick up pan,take cloth,1
take cloth,turn off hob,1
open door,pick up meat,3
close door,pick up meat,2
put down salt,take fork,18
pick up meat,take fork,45
pick up meat,put down salt,1
pick up fork,take plate,4
pick up fork,pick up paper,3
pick up salt,take plate,2
pick up salt,take fork,55
pick up paper,take plate,1
open door,pick up paper,7
pick up glass,wash bowl,24
rinse plate,wash sink,4
clean sink,wash sink,7
rinse glass,wash bowl,2
lather glass,wash bowl,2
put down glass,wash bowl,20
open door,rinse pan,15
lather plate,rinse glass,4
lather plate,put glass,3
put down plate,put glass,2
pick up fork,put glass,5
lather fork,put glass,4
put down fork,put glass,5
put down teaspoon,put glass,2
pick up cup,wash plate,2
close tap,wash sink,3
open door,wash sink,9
close door,wash sink,4
lather knife,put plate,1
put plate,take sponge,13
pick up knife,take sponge,11
pick up paper,put knife,1
lather knife,put knife,1
put knife,take sponge,14
close door,take sponge,12
lather knife,open door,9
open door,take sponge,11
pick up plate,take sponge,5
clean sink,lather knife,4
clean sink,take sponge,8
lather knife,take sponge,1
open door,pick up cutting board,5
open door,pick up pasta,47
open door,pick up pot,24
open door,stir pasta,52
open door,put lid,14
open door,take lid,10
open door,pick up lid,29
open door,pick up onion,6
pick up bag,put spoon,1
pick up cutting board,put down bottle,2
pick up cutting board,take spoon,1
pick up cutting board,rinse spoon,2
pick up pasta,pick up plate,48
close door,pick up pasta,25
lather knife,pick up pasta,2
pick up cutting board,pick up pasta,1
pick up pasta,put down cutting board,3
close bottle,pick up pasta,3
pick up pot,stir pasta,24
pick up pot,take lid,2
pick up pot,take spoon,5
pick up pasta,pick up pot,28
pick up pot,take cup,1
pick up pot,take saucepan,4
pick up pot,put down saucepan,7
pick up pot,take pan,4
pick up pot,take plate,3
close door,pick up pot,19
pick up pot,take knife,5
pick up spoon,take saucepan,3
rinse plate,stir pasta,1
put down spoon,stir pasta,79
pick up pasta,put down spoon,28
put down spoon,put knife,2
pick up plate,take lid,2
pick up plate,take cup,1
pick up plate,take pan,1
pick up pasta,put down plate,55
put down plate,put spoon,2
pick up pasta,take spoon,2
pick up knife,pick up pasta,11
pick up pasta,take cup,1
pick up pasta,put down cup,1
pick up pasta,take saucepan,9
pick up pasta,put down saucepan,6
pick up pasta,turn on hob,4
pick up pasta,take pan,1
pick up pasta,put knife,3
pick up pasta,put spoon,2
pick up knife,take cup,1
pick up knife,take saucepan,2
take spoon,turn on hob,1
stir pasta,take cup,1
put down cup,stir pasta,1
stir pasta,take saucepan,3
put down saucepan,stir pasta,3
stir pasta,turn on hob,10
take cup,turn on hob,1
put down cup,put down saucepan,6
take saucepan,turn on hob,3
put knife,stir pasta,3
put spoon,stir pasta,9
pick up lid,take knife,6
pick up lid,put knife,3
put down cutting board,put lid,3
put down pan,put lid,2
put lid,take knife,6
put lid,take spoon,3
close door,put lid,2
put down lid,take bowl,1
rinse spoon,wash bowl,4
pick up fork,rinse spoon,4
rinse spoon,wash sink,2
pick up pot,wash bowl,1
pick up colander,wash bowl,1
put down colander,wash bowl,1
open door,wash bowl,3
pick up pot,take sponge,4
open door,put down pot,6
close door,put down pot,3
put down pot,take sponge,1
open door,pick up colander,15
pick up colander,take sponge,1
open door,put down colander,11
open door,rinse fork,2
open door,wash pan,6
close door,pick up chopping board,2
close door,rinse pan,12
rinse pot,take plate,6
pick up chopping board,wash plate,1
rinse fork,wash plate,13
pick up fork,rinse pot,2
pick up fork,take pan,1
pick up fork,take sponge,3
pick up chopping board,take pan,1
pick up chopping board,take sponge,6
rinse fork,rinse pot,5
rinse fork,take pan,2
rinse fork,wash pan,2
rinse pot,take pan,2
rinse pot,wash pan,2
rinse lid,wash sink,1
rinse pan,wash sink,1
clean sink,rinse pan,7
put down pan,wash sink,6
pick up colander,take fork,5
open door,pick up oil,10
pick up oil,put down colander,2
pick up fork,pick up oil,6
pick up chopping board,pick up meat,1
pick up chopping board,pick up paper,1
close door,pick up bag,3
pick up meat,pick up paper,18
put down colander,put knife,1
pick up knife,take knife,4
pick up cloth,take knife,1
pick up fork,take knife,10
pick up pasta,put down knife,23
move tap,pick up pasta,1
pick up pasta,take plate,3
pick up pasta,take knife,1
pick up pasta,put down pan,1
close lid,pick up pasta,7
pick up pasta,turn off hob,5
pick up pasta,take bottle,1
open freezer,pick up pasta,1
pick up pasta,turn on tap,18
pick up colander,pick up pasta,6
pick up pasta,rinse lid,4
pick up pasta,turn off tap,9
pick up pasta,take fork,8
pick up pasta,take glass,2
pick up pasta,rinse pan,4
pick up pasta,take sponge,2
pick up pasta,wash sink,2
cut onion,pick up pasta,9
pick up pot,turn off hob,7
pick up pot,take bottle,1
close bottle,pick up pot,1
move tap,pick up wooden spoon,5
move tap,pick up salt,1
close door,move tap,3
move tap,stir pasta,1
move tap,take bottle,1
pick up wooden spoon,take plate,2
pick up lid,take bottle,1
close door,pick up wooden spoon,6
close door,stir pasta,27
close lid,stir pasta,20
take bottle,turn off hob,1
close bottle,turn off hob,1
open door,pick up cheese,17
open door,pick up wooden spoon,4
pick up plate,take plate,3
pick up plate,take glass,6
cut onion,pick up plate,4
cut onion,put down plate,3
pick up colander,stir pasta,14
rinse lid,stir pasta,6
stir pasta,take fork,4
stir pasta,take glass,1
rinse pan,stir pasta,2
pick up colander,take plate,1
pick up colander,take saucepan,1
take fork,take glass,2
pick up colander,take glass,1
close fridge,wash sink,1
pick up wooden spoon,take saucepan,1
pick up wooden spoon,turn off tap,2
pick up wooden spoon,put down saucepan,1
pick up wooden spoon,take sponge,1
pick up wooden spoon,wash sink,1
take saucepan,wash sink,1
put down saucepan,wash sink,1
stir pasta,wash pan,1
put down pot,stir pasta,17
put down lid,wash spoon,12
put down lid,put spoon,2
put down lid,take pan,3
put down lid,wash pan,19
pick up sponge,take pan,1
take pan,wash spoon,1
close door,pick up teaspoon,7
close door,put down jar,1
open door,put down teaspoon,5
open door,rinse cloth,4
put down pot,wash pan,3
put down pot,take cloth,1
pick up knife,take cloth,1
pick up pan,take plate,8
pick up pan,take sponge,10
put down pan,put plate,4
pick up sponge,put down oil,2
put down oil,wash pan,1
put down fork,wash pan,9
pick up salt,wash pan,3
pick up fork,put down oil,2
put down fork,put down oil,8
close door,put down oil,6
close tap,put down oil,5
put down container,put plate,1
put down container,put knife,1
put down container,rinse pan,13
put down container,wash fork,9
put down colander,put down container,48
put plate,take fork,16
pick up colander,put knife,1
pick up colander,wash hands,1
move pan,wash fork,3
move pan,put down colander,3
pick up oil,wash fork,1
pick up oil,put down fork,8
close door,pick up oil,7
pick up oil,pick up sponge,1
pick up oil,rinse sponge,1
close tap,pick up oil,2
put down oil,wash fork,1
put down oil,rinse sponge,1
pick up cloth,wash fork,4
pick up meat,put down lid,33
pick up oil,pick up paper,4
pick up meat,put down oil,10
pick up meat,put down pan,10
pick up meat,turn on hob,12
pick up paper,turn on hob,15
put down fork,put down washing up liquid,8
pick up lid,put down washing up liquid,6
move pan,put down jar,1
move pan,pick up meat,9
pick up meat,put down jar,6
pick up pan,wash sink,5
pick up pan,wash fork,7
put down washing up liquid,rinse pan,9
pick up meat,pick up sponge,23
pick up meat,put down sponge,7
pick up meat,wash sink,1
pick up meat,pick up washing up liquid,1
pick up paper,pick up washing up liquid,7
open container,pick up jar,1
open container,pick up teaspoon,2
open container,put down teaspoon,2
pick up meat,pick up teaspoon,3
pick up meat,pick up salt,7
pick up meat,pour salt,7
pick up salt,pick up teaspoon,2
pick up teaspoon,pour salt,2
put down pan,wash knife,6
put down pan,wash fork,5
turn on hob,wash knife,5
turn on hob,wash fork,4
rinse fork,turn on hob,2
put down teaspoon,wash knife,1
lather knife,put down teaspoon,1
lather knife,wash knife,3
move pan,rinse fork,2
lather knife,wash fork,2
lather fork,wash fork,2
lather knife,rinse fork,19
lather fork,rinse knife,22
open lid,pick up meat,11
open lid,wash pan,1
open lid,wash hands,7
open lid,pick up paper,26
pick up meat,wash pan,3
pick up meat,pick up pot,4
pick up pot,pour salt,9
pick up meat,pour water,4
pour salt,put down pot,15
pick up meat,put down pot,2
pick up meat,put down spoon,3
pick up bottle,turn on hob,4
pick up colander,turn on hob,1
turn on hob,wash spoon,5
put down bottle,stir pasta,8
pick up bottle,pick up washing up liquid,1
close lid,pick up paper,19
pick up paper,turn off hob,3
pick up paper,rinse spoon,2
stir pasta,wash hands,7
pick up colander,pick up teaspoon,3
put down teaspoon,turn off hob,2
open lid,stir pasta,20
pick up teaspoon,turn off hob,2
open lid,pick up salt,5
pick up salt,stir pasta,5
open lid,put down salt,3
put down salt,stir pasta,4
put down knife,stir pasta,7
pick up washing up liquid,rinse spoon,6
open lid,pick up washing up liquid,5
pick up washing up liquid,stir pasta,5
close lid,pick up washing up liquid,5
open lid,put down washing up liquid,2
put down washing up liquid,stir pasta,2
close lid,put down washing up liquid,2
put down teaspoon,put down washing up liquid,2
move pan,wash knife,2
move pan,wash spoon,5
move pan,rinse spoon,1
move pan,put down bottle,7
move pan,pick up bottle,4
move pan,stir pasta,1
pick up oil,put down washing up liquid,2
open lid,pick up oil,3
pick up oil,pick up pasta,2
pick up oil,put down bottle,6
pick up bottle,pick up oil,2
pick up oil,put down salt,3
pick up oil,stir pasta,1
put down oil,put down washing up liquid,1
open lid,pick up pasta,5
pick up pasta,put down bottle,2
open bottle,pick up pasta,1
close bottle,put down spoon,9
pick up bottle,pick up salt,4
close bottle,stir pasta,1
pour salt,stir pasta,6
pick up paper,pour salt,14
pick up oil,pick up pot,3
pick up pot,put down oil,3
pick up pot,pick up washing up liquid,3
lather knife,pick up pot,6
open bottle,pick up pot,2
close lid,pick up oil,1
pick up washing up liquid,put down oil,1
lather knife,put down oil,1
put down oil,wash spoon,1
lather knife,wash spoon,1
pick up onion,put down pot,3
pick up pasta,put down pot,7
pick up teaspoon,put down pot,1
cut onion,put down pot,3
put down pot,turn off hob,3
pick up oil,put down pot,1
open bottle,put down pot,2
put down pot,turn on hob,14
pick up onion,pick up pasta,4
pick up onion,take fork,3
pick up onion,pour salt,1
pick up onion,put down colander,3
put down fork,stir pasta,3
put down container,stir pasta,6
pour salt,put down fork,73
pour salt,put down container,17
cut onion,put down fork,1
cut onion,stir pasta,11
cut onion,pick up colander,2
cut onion,put down colander,2
put down pan,stir pasta,6
pick up pan,stir pasta,7
cut onion,turn off hob,1
cut onion,put down bottle,1
pick up onion,put down bottle,1
open bottle,pick up cheese,1
pick up cheese,put down bottle,2
pick up cheese,pick up paper,1
pick up knife,put down aubergine,52
pick up salt,put down aubergine,43
pour salt,put down aubergine,56
put down aubergine,put down fork,172
put down aubergine,wash hands,33
pick up paper,put down aubergine,26
put down aubergine,take fork,149
put down aubergine,put down aubergine,84
pick up paper,wash pan,1
pick up pan,put down aubergine,16
pick up plate,put down aubergine,50
put down aubergine,put down plate,83
put down aubergine,put down pan,15
move pan,put down aubergine,10
put down aubergine,turn on hob,5
put down aubergine,turn off tap,16
pick up plate,put down salt,10
put down aubergine,put down salt,8
put down aubergine,rinse pan,10
close cupboard,put down aubergine,10
put down aubergine,put down washing up liquid,9
pick up sponge,put down aubergine,3
put down aubergine,rinse sponge,3
pick up jar,put down aubergine,9
put down aubergine,turn off hob,6
put down aubergine,put down jar,4
pick up jar,turn off hob,1
take fork,turn off hob,8
put down aubergine,wash pan,2
put down aubergine,put down knife,14
open cabinet,open door,3
close cabinet,open door,2
pick up salt,take knife,4
pick up oil,take knife,2
put down fork,put plate,3
put down knife,put plate,5
pick up pan,put glass,2
close door,pick up plates,2
pick up plates,rinse pan,4
put plate,rinse pan,3
lather fork,put plate,1
open door,pick up cutlery,4
pick up cheese,take saucepan,1
pick up cutlery,take saucepan,2
pick up cheese,take lid,1
pick up cutlery,take lid,1
stir pasta,take lid,1
open lid,pick up colander,2
open oven,pick up cloth,21
pick up baking tray,pick up cloth,25
pick up cloth,put down baking tray,23
close oven,pick up cloth,15
pick up baking tray,take fork,13
close oven,put down baking tray,24
put down baking tray,take fork,11
pick up baking tray,pick up washing up liquid,8
pick up washing up liquid,put down baking tray,11
clean sink,pick up washing up liquid,15
pick up baking tray,put down cloth,13
put down baking tray,put down cloth,11
put down baking tray,turn on tap,30
put down baking tray,rinse sponge,15
pick up baking tray,rinse sponge,12
put down baking tray,turn off tap,26
put down baking tray,put down baking tray,6
put down baking tray,rinse cloth,4
clean sink,put down baking tray,4
pick up baking tray,rinse cloth,2
clean sink,pick up baking tray,2
lather plate,pick up washing up liquid,14
pick up washing up liquid,take fork,10
pick up washing up liquid,rinse fork,17
lather fork,pick up washing up liquid,12
lather glass,rinse knife,2
clean sink,rinse fork,7
